name,Parties,Treaty type,Status,Date of signature,Date of entry into force,Treaty full text,IIA content,Originally mapped,Mapped by,About,"criteria/Preamble/Reference to right to regulate (e.g. regulatory autonomy, policy space, flexibility to introduce new regulations)",criteria/Preamble/Reference to sustainable development,"criteria/Preamble/Reference to social investment aspects (e.g. human rights, labour, health, CSR, poverty reduction)","criteria/Preamble/Reference to environmental aspects (e.g. plant or animal life, biodiversity, climate change)",criteria/Scope and Definitions/Definition of investment/Type of definition,criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Excludes portfolio investment,"criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Excludes other specific assets (e.g. sovereign debt, ordinary commercial transactions, etc.)",criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Lists required characteristics of investment,"criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Contains ""in accordance with host State laws"" requirement",criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Sets out closed (exhaustive) list of covered assets,criteria/Scope and Definitions/Definition of investor/Definition included,criteria/Scope and Definitions/Definition of investor/Specifying natural persons covered/Includes permanent residents,criteria/Scope and Definitions/Definition of investor/Specifying natural persons covered/Excludes dual nationals,criteria/Scope and Definitions/Definition of investor/Specifying legal entities covered/Includes requirement of substantial business activity,criteria/Scope and Definitions/Definition of investor/Specifying legal entities covered/Defines ownership and control of legal entities,criteria/Scope and Definitions/Denial of benefits (DoB)/DoB clause included,"criteria/Scope and Definitions/Denial of benefits (DoB)/Content of the DoB clause/""Substantive business operations"" criterion",criteria/Scope and Definitions/Denial of benefits (DoB)/Content of the DoB clause/Applies to investors from States with no diplomatic relations or under economic/trade restrictions,"criteria/Scope and Definitions/Denial of benefits (DoB)/Content of the DoB clause/Discretionary (""Party may deny"") or mandatory (""benefits shall be denied"")",criteria/Scope and Definitions/Substantive scope of the treaty/Limiting substantive scope of the treaty/Excludes taxation,"criteria/Scope and Definitions/Substantive scope of the treaty/Limiting substantive scope of the treaty/Excludes subsidies, grants",criteria/Scope and Definitions/Substantive scope of the treaty/Limiting substantive scope of the treaty/Excludes government procurement,criteria/Scope and Definitions/Substantive scope of the treaty/Limiting substantive scope of the treaty/Excludes other subject matter,criteria/Scope and Definitions/Temporal scope of the treaty/Investments covered,criteria/Scope and Definitions/Temporal scope of the treaty/Disputes covered,criteria/Standards of Treatment/National treatment (NT)/Type of NT clause,"criteria/Standards of Treatment/National treatment (NT)/Reference to ""like circumstances"" (or similar)",criteria/Standards of Treatment/Most-favoured-nation (MFN) treatment/Type of MFN clause,criteria/Standards of Treatment/Most-favoured-nation (MFN) treatment/Exceptions from MFN obligation/Economic integration agreements,criteria/Standards of Treatment/Most-favoured-nation (MFN) treatment/Exceptions from MFN obligation/Taxation treaties,criteria/Standards of Treatment/Most-favoured-nation (MFN) treatment/Exceptions from MFN obligation/Procedural issues (ISDS),criteria/Standards of Treatment/Fair and equitable treatment (FET)/Type of FET clause,criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET qualified/By reference to international law,criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET qualified/By listing FET elements (exhaustive or indicative list),criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET qualified/FET modifiers,criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET qualified/Full protection and security,"criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET qualified/Prohibition on unreasonable, arbitrary or discriminatory measures",criteria/Standards of Treatment/Expropriation/Scope of measures covered,criteria/Standards of Treatment/Expropriation/Refining expropriation clause/Indirect expropriation defined,criteria/Standards of Treatment/Expropriation/Refining expropriation clause/Carve-out for general regulatory measures,criteria/Standards of Treatment/Expropriation/Refining expropriation clause/Carve-out for compulsory licenses in conformity with WTO,criteria/Standards of Treatment/Protection from strife/Specifications/Relative right to compensation (comparator),criteria/Standards of Treatment/Protection from strife/Specifications/Absolute right to compensation in certain circumstances,criteria/Standards of Treatment/Transfer of funds/Includes transfer of funds,criteria/Standards of Treatment/Transfer of funds/Exceptions to the transfer of funds obligation/Balance-of-payments exception,"criteria/Standards of Treatment/Transfer of funds/Exceptions to the transfer of funds obligation/Other specific exceptions (e.g. to protect creditors, etc.)",criteria/Standards of Treatment/Prohibition of performance requirements (PRs)/Includes prohibition of PRs,criteria/Standards of Treatment/Prohibition of performance requirements (PRs)/Type of PR clause,criteria/Standards of Treatment/Prohibition of performance requirements (PRs)/Umbrella clause,criteria/Standards of Treatment/Prohibition of performance requirements (PRs)/Entry and sojourn of personnel (subject to local laws),criteria/Standards of Treatment/Prohibition of performance requirements (PRs)/Senior management (nationality),criteria/Other Clauses/Transparency/Directed at States (obligation to publish laws and regulations),criteria/Other Clauses/Transparency/Directed at investors,"criteria/Other Clauses/Transparency/Health and environment (any mentioning in the text, except preamble)","criteria/Other Clauses/Transparency/Labour standards (any mentioning in the text, except preamble)","criteria/Other Clauses/Transparency/Right to regulate (any mentioning in the text of this or similar concepts, except preamble)","criteria/Other Clauses/Transparency/Corporate social responsibility (any mentioning in the text, except preamble)","criteria/Other Clauses/Transparency/Corruption (any mentioning in the text, except preamble)",criteria/Other Clauses/Transparency/Not lowering of standards (typically environment and/or labour standards),criteria/Other Clauses/Transparency/Subrogation clause,"criteria/Other Clauses/Transparency/Non-derogation clause (in case of IIA’s conflict with other norms, more favourable rules apply to investors)",criteria/Other Clauses/Investment promotion/Reference to specific promotion activities in text of agreement (not preamble),criteria/Exceptions/Essential security exception/Exception included,criteria/Exceptions/Essential security exception/Exception defined (exceptional circumstances described in more detail),criteria/Exceptions/Essential security exception/Exception self-judging,criteria/Exceptions/General public policy exceptions/Public health and environment,"criteria/Exceptions/General public policy exceptions/Other public policy exceptions (e.g. cultural heritage, public order, etc.)",criteria/Exceptions/General public policy exceptions/Prudential carve-out (concerns financial measures),criteria/Exceptions/General public policy exceptions/Scheduling and reservations (in treaty texts and annexes),criteria/State-State Dispute Settlement (SSDS)/SSDS included,criteria/Investor-State Dispute Settlement (ISDS)/ISDS included,criteria/Investor-State Dispute Settlement (ISDS)/Alternatives to arbitration,criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Scope of claims: general approach (chapeau paragraph of ISDS clause),criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Limitations to the scope of ISDS/Limitation of provisions subject to ISDS,criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Limitations to the scope of ISDS/Exclusion of policy areas from ISDS,criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Limitations to the scope of ISDS/Special mechanism for taxation or prudential measures,criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Limitations to the scope of ISDS/Type of consent to arbitration,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/Domestic courts of the host State,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/ICSID,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/UNCITRAL,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/Other forums,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/Relationship between forums,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Limitation period for submission of claims,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Provisional measures,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Consolidation of claims,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Limited remedies (specifying available types of remedies),criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Treaty interpretation/Affirms binding interpretation by contracting parties or their joint committee,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Treaty interpretation/Requires certain questions to be submitted to contracting parties (renvoi),criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Treaty interpretation/Regulates submissions by non-disputing State party,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Transparency in arbitral proceedings/Requires documents to be made publicly available,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Transparency in arbitral proceedings/Requires hearings to be open to the public,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Transparency in arbitral proceedings/Regulates amicus curiae submissions by third (non-disputing) parties,criteria/Institutional Issues/Mechanism for consultations between State parties,criteria/Institutional Issues/Institutional framework (committee),criteria/Institutional Issues/Technical cooperation/capacity building,"criteria/Treaty Duration, Amendment and Termination/Treaty duration/Years of initial treaty term","criteria/Treaty Duration, Amendment and Termination/Treaty duration/Automatic renewal","criteria/Treaty Duration, Amendment and Termination/Amendment and termination/Unilateral termination/Includes modalities for unilateral termination","criteria/Treaty Duration, Amendment and Termination/Amendment and termination/Unilateral termination/Length of notice period","criteria/Treaty Duration, Amendment and Termination/Amendment and termination/Unilateral termination/Includes modalities for amendment or renegotiation","criteria/Treaty Duration, Amendment and Termination/Amendment and termination/Unilateral termination/""Survival""/""sunset"" clause length",Date of termination,Type of termination,Short title:,Treaty investment chapter text
Chile - Spain BIT (1991),"1. Chile
2. Spain",Bilateral Investment Treaties,In force,02/10/1991,28/03/1994,es,Mapped,11-2015,Torcuato Di Tella University (Argentina); University of Buenos Aires (Argentina),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,20 years,,,,
Chile - Sweden BIT (1993),"1. Chile
2. Sweden",Bilateral Investment Treaties,In force,24/05/1993,30/12/1995,en | es,Mapped,02-2016,Istanbul Bilgi University (Turkey); King's College London School of Law (United Kingdom),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,20 years,Indefinite term,Yes,One year prior notice,No,20 years,,,,
Chile - Switzerland BIT (1999),"1. Chile
2. Switzerland",Bilateral Investment Treaties,In force,24/09/1999,02/05/2002,fr | en,Mapped,02-2016,University of Poitiers (France); University of Ottawa (Canada),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Mandatory,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,With reference to domestic law,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,Negative-list reservations,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,Preserving right to arbitration after domestic court proceedings,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,20 years,,,,
Chile - Tunisia BIT (1998),"1. Chile
2. Tunisia",Bilateral Investment Treaties,Signed,23/10/1998,,en,Mapped,03-2014,Korea University Law School (South Korea); Xiamen University School of Law (China),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,15 years,Indefinite term,Yes,One year prior notice,No,15 years,,,,
Chile - Turkey BIT (1998),"1. Chile
2. Turkey",Bilateral Investment Treaties,Signed,21/08/1998,,en,Mapped,03-2014,King’s College London School of Law (United Kingdom); National University of La Plata (Argentina),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,Yes,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,No clause,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,Yes,No explicit PR clause,Not applicable,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,,,,
Chile - Ukraine BIT (1995),"1. Chile
2. Ukraine",Bilateral Investment Treaties,In force,30/10/1995,29/08/1997,en | es,Mapped,11-2015,Monash University Faculty of Law (Australia); Torcuato Di Tella University (Argentina),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,No clause,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers treaty claims only,No,No,No,Provides express or implied consent,Inconclusive,Yes,No,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,Yes,No,No,15 years,Indefinite term,Yes,One year prior notice,No,15 years,,,,
Chile - United Kingdom BIT (1996),"1. Chile
2. United Kingdom",Bilateral Investment Treaties,In force,08/01/1996,21/04/1997,en,Mapped,11-2015,Hacettepe University Faculty of Law (Turkey); Boston College (United States),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN only,No,Yes,No,Yes,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,20 years,,,,
Chile - Uruguay BIT (1995),"1. Chile
2. Uruguay",Bilateral Investment Treaties,Terminated,26/10/1995,22/04/1999,es,Mapped,,Boston College (United States); King’s College London School of Law (United Kingdom),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,No clause,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,Yes,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,Negative-list reservations,Yes,Yes,None,Covers treaty claims only,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,"""Fork in the road""",No,No,No,No,Inconclusive,No,No,No,No,No,Yes,No,No,15 years,Indefinite term,Yes,One year prior notice,No,15 years,18/03/2012,Replaced by new treaty,,
Chile - Uruguay BIT (2010),"1. Chile
2. Uruguay",Bilateral Investment Treaties,In force,25/03/2010,18/03/2012,es,Mapped,10-2016,Austral University (Argentina),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Unilaterally discretionary,No,No,No,Yes,Not stipulated,Carves out pre-existing disputes,Pre- and post-establishment,Yes,Pre- and post-establishment,No,Yes,Yes,FET qualified,CIL/minimum standard of treatment,Yes,None,Standard,No,Indirect expropriation mentioned,Yes,Yes,Yes,MFN and NT,No,Yes,Yes,Yes,Explicit PR clause,List of prohibited PRs,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Both positive list commitments and negative list reservations,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,Yes,Yes,No reference,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Indefinite,Indefinite term,Yes,Other period,Yes,10 years,,,,
"Chile - Venezuela, Bolivarian Republic of BIT (1993)","1. Chile
2. Venezuela, Bolivarian Republic of",Bilateral Investment Treaties,In force,02/04/1993,25/05/1995,es,Mapped,11-2015,National University of La Plata (Argentina); Torcuato Di Tella University (Argentina),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,With reference to domestic law,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,15 years,,,,
Chile - Viet Nam BIT (1999),"1. Chile
2. Viet Nam",Bilateral Investment Treaties,Signed,16/09/1999,,en,Mapped,03-2014,Boston College (United States); Paris Institute of Political Studies (France),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,None,Not applicable,Post-establishment,Yes,No,No,FET unqualified,None,No,None,With reference to domestic law,Yes,Indirect expropriation mentioned,No,No,No,MFN only,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers treaty claims only,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,,,,
China - Colombia BIT (2008),"1. China
2. Colombia",Bilateral Investment Treaties,In force,22/11/2008,02/07/2013,en,Mapped,04-2013,Xiamen University School of Law (China); University of Erlangen-Nuremberg (Germany),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,Yes,Post-establishment,Yes,Yes,Yes,FET qualified,CIL/minimum standard of treatment,Yes,None,Standard,Yes,Indirect expropriation mentioned,Yes,Yes,Yes,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,Yes,No,Yes,Provides express or implied consent,Yes,Yes,No,Yes,"""Fork in the road""",Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,10 years,10 years,Yes,One year prior notice,Yes,10 years,,,,
China - Congo BIT (2000),"1. China
2. Congo",Bilateral Investment Treaties,In force,20/03/2000,01/07/2015,fr,Mapped,02-2016,Laval University (Canada); Boston College (United States),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,Yes,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,,,,
China - Côte d'Ivoire BIT (2002),"1. China
2. Côte d'Ivoire",Bilateral Investment Treaties,Signed,30/09/2002,,en,Mapped,03-2013,Xiamen University School of Law (China); National University of La Plata (Argentina),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,Yes,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,,,,
China - Croatia BIT (1993),"1. China
2. Croatia",Bilateral Investment Treaties,In force,07/06/1993,01/07/1994,en,Mapped,04-2014,Paris Institute of Political Studies (France); William S. Richardson School of Law at the University of Hawai‘i at Mānoa (United States),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,None,Not applicable,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,No,Indirect expropriation mentioned,No,No,No,MFN only,No,Yes,No,No,No explicit PR clause,Not applicable,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,Yes,No,No,Provides express or implied consent,Yes,Yes,No,Yes,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,Yes,No,No,5 years,Indefinite term,Yes,One year prior notice,No,10 years,,,,
